phylum,class,order,family,genus,species,specificEpithet,sex,sampleSizeValue,inTextReference,publicationYear,fullReference,mass,mass - units,mass - method,mass - comments,mass - metadata comment,original mass,original mass - units,metabolic rate,metabolic rate - units,metabolic rate - method,metabolic rate - comments,metabolic rate - metadata comment,original metabolic rate,original metabolic rate - units,original respiratoryQuotient,original temperature,mass-specific metabolic rate,mass-specific metabolic rate - units,brain size,brain size - units,brain size - method,brain size - comments,brain size - metadata comment,original brain size,original brain size - units,observationID,file,line,modified
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",8.192501156364e-4,g,immunostaining and microscopy,"",,790781964.9,um3,doi-10.1098_rspb.2014.0217::113,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,114,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",7.61814750228e-4,g,immunostaining and microscopy,"",,735342423,um3,doi-10.1098_rspb.2014.0217::114,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,115,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",0.00115371155284,g,immunostaining and microscopy,"",,1113621190,um3,doi-10.1098_rspb.2014.0217::115,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,116,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",0.001372684285952,g,immunostaining and microscopy,"",,1324984832,um3,doi-10.1098_rspb.2014.0217::116,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,117,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",0.0010062265110996,g,immunostaining and microscopy,"",,971261111.1,um3,doi-10.1098_rspb.2014.0217::117,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,118,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",7.556550066856e-4,g,immunostaining and microscopy,"",,729396724.6,um3,doi-10.1098_rspb.2014.0217::118,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,119,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",9.032837798544e-4,g,immunostaining and microscopy,"",,871895540.4,um3,doi-10.1098_rspb.2014.0217::119,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,120,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",0.0012457030537,g,immunostaining and microscopy,"",,1202416075,um3,doi-10.1098_rspb.2014.0217::120,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,121,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",0.0013766389569520002,g,immunostaining and microscopy,"",,1328802082,um3,doi-10.1098_rspb.2014.0217::121,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,122,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",0.001121522013416,g,immunostaining and microscopy,"",,1082550206,um3,doi-10.1098_rspb.2014.0217::122,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,123,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",8.424096681307999e-4,g,immunostaining and microscopy,"",,813136745.3,um3,doi-10.1098_rspb.2014.0217::123,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,124,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",5.611333358876001e-4,g,immunostaining and microscopy,"",,541634494.1,um3,doi-10.1098_rspb.2014.0217::124,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,125,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",9.952713935388e-4,g,immunostaining and microscopy,"",,960686673.3,um3,doi-10.1098_rspb.2014.0217::125,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,126,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",0.00109639850474,g,immunostaining and microscopy,"",,1058299715,um3,doi-10.1098_rspb.2014.0217::126,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,127,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",8.152808323744e-4,g,immunostaining and microscopy,"",,786950610.4,um3,doi-10.1098_rspb.2014.0217::127,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,128,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",0.001180329566108,g,immunostaining and microscopy,"",,1139314253,um3,doi-10.1098_rspb.2014.0217::128,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,129,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",0.0012130294142680001,g,immunostaining and microscopy,"",,1170877813,um3,doi-10.1098_rspb.2014.0217::129,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,130,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",0.0013359152390640002,g,immunostaining and microscopy,"",,1289493474,um3,doi-10.1098_rspb.2014.0217::130,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,131,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",9.237116218456e-4,g,immunostaining and microscopy,"",,891613534.6,um3,doi-10.1098_rspb.2014.0217::131,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,132,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",5.064923389876e-4,g,immunostaining and microscopy,"",,488892219.1,um3,doi-10.1098_rspb.2014.0217::132,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,133,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",0.001242139440584,g,immunostaining and microscopy,"",,1198976294,um3,doi-10.1098_rspb.2014.0217::133,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,134,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominulus,dominulus,,1,"Muscedere, Gronenberg, Moreau, & Traniello, 2014",2014,"Muscedere, M. L., Gronenberg, W., Moreau, C. S., & Traniello, J. F. A. (2014). Investment in higher order central processing regions is not constrained by brain size in social insects. Proceedings of the Royal Society B: Biological Sciences, 281(1784). doi:10.1098/rspb.2014.0217",,"",,"","",,"",,"",,"","",,"",,,,"",0.001331818425756,g,immunostaining and microscopy,"",,1285539021,um3,doi-10.1098_rspb.2014.0217::134,../data/raw/brain size/Insecta/doi-10.1098_rspb.2014.0217.csv,135,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",9.067337837600001e-5,g,immunostaining and microscopy,major,,0.087522566,mm3,doi-10.1098_rspb.2016.1949::1,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,2,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",8.096058518800002e-5,g,immunostaining and microscopy,major,,0.078147283,mm3,doi-10.1098_rspb.2016.1949::2,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,3,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",7.925542139200002e-5,g,immunostaining and microscopy,major,,0.076501372,mm3,doi-10.1098_rspb.2016.1949::3,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,4,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",5.347159946800002e-5,g,immunostaining and microscopy,major,,0.051613513,mm3,doi-10.1098_rspb.2016.1949::4,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,5,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",7.298118576000003e-5,g,immunostaining and microscopy,major,,0.07044516,mm3,doi-10.1098_rspb.2016.1949::5,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,6,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",7.703369970800002e-5,g,immunostaining and microscopy,major,,0.074356853,mm3,doi-10.1098_rspb.2016.1949::6,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,7,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",8.271825864400003e-5,g,immunostaining and microscopy,major,,0.079843879,mm3,doi-10.1098_rspb.2016.1949::7,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,8,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",6.906027489200002e-5,g,immunostaining and microscopy,major,,0.066660497,mm3,doi-10.1098_rspb.2016.1949::8,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,9,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",7.905867048800001e-5,g,immunostaining and microscopy,major,,0.076311458,mm3,doi-10.1098_rspb.2016.1949::9,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,10,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",7.797840117200002e-5,g,immunostaining and microscopy,major,,0.075268727,mm3,doi-10.1098_rspb.2016.1949::10,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,11,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",7.685630750000003e-5,g,immunostaining and microscopy,major,,0.074185625,mm3,doi-10.1098_rspb.2016.1949::11,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,12,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",7.936925500000003e-5,g,immunostaining and microscopy,major,,0.07661125,mm3,doi-10.1098_rspb.2016.1949::12,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,13,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",6.556743715200001e-5,g,immunostaining and microscopy,major,,0.063289032,mm3,doi-10.1098_rspb.2016.1949::13,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,14,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",6.0148573884000015e-5,g,immunostaining and microscopy,major,,0.058058469,mm3,doi-10.1098_rspb.2016.1949::14,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,15,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",7.623593930400002e-5,g,immunostaining and microscopy,major,,0.073586814,mm3,doi-10.1098_rspb.2016.1949::15,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,16,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",7.192192030800002e-5,g,immunostaining and microscopy,major,,0.069422703,mm3,doi-10.1098_rspb.2016.1949::16,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,17,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",6.439896383200001e-5,g,immunostaining and microscopy,minor,,0.062161162,mm3,doi-10.1098_rspb.2016.1949::17,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,18,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",4.0219630332000004e-5,g,immunostaining and microscopy,minor,,0.038822037,mm3,doi-10.1098_rspb.2016.1949::18,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,19,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",8.443405076400003e-5,g,immunostaining and microscopy,minor,,0.081500049,mm3,doi-10.1098_rspb.2016.1949::19,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,20,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",5.909557830400002e-5,g,immunostaining and microscopy,minor,,0.057042064,mm3,doi-10.1098_rspb.2016.1949::20,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,21,2021-03-01T06:55:58Z
Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,smaragdina,,1,"Kamhi, et al., 2016",2016,"Kamhi, J.F., Gronenberg, W., Robson, S.K.A. & Traniello, J.F.A. (2016) Social complexity influences brain investment and neural operation costs in ants. Proceedings of the Royal Society B: Biological Sciences, 283, 20161949.",,"",,"","",,"",,"",,"","",,"",,,,"",5.3391366448000014e-5,g,immunostaining and microscopy,minor,,0.051536068,mm3,doi-10.1098_rspb.2016.1949::21,../data/raw/brain size/Insecta/doi-10.1098_rspb.2016.1949.csv,22,2021-03-01T06:55:58Z
